Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
3.0,107,1.3862943611198906,72.0,3,993.7,12,3,2.5,2,3
-9.0,71,2.3978952727983707,84.0,3,989.79,0,3,3.0,1,3
34.0,63,1.791759469228055,71.0,3,1004.06,3,2,3.5,0,2
1.0,92,1.5040773967762742,95.0,3,994.98,1,3,4.0,1,3
36.0,63,1.8718021769015913,17.0,0,1013.88,9,1,8.5,1,0
15.0,69,2.5257286443082556,66.0,3,1019.72,0,0,2.0,2,2
38.0,49,1.6094379124341003,0.0,1,1027.97,10,2,6.0,0,0
23.0,37,1.6094379124341003,11.0,0,1025.74,11,3,5.5,2,0
20.0,76,2.6741486494265287,70.0,3,990.58,0,1,4.5,1,2
0.0,72,1.9459101490553132,75.0,3,991.53,1,3,3.5,2,3
-10.0,81,1.0986122886681098,53.0,3,982.75,1,3,3.5,2,3
0.0,86,3.0204248861443626,61.0,3,988.05,1,3,4.5,2,3
32.0,63,2.3978952727983707,81.0,1,1016.1,2,0,5.0,2,2
10.0,78,2.8622008809294686,65.0,1,1013.08,0,2,1.5,0,2
39.0,64,2.0794415416798357,14.0,0,1010.59,10,1,9.0,1,0
21.0,71,2.9444389791664403,70.0,1,1001.17,2,3,3.5,1,2
-9.0,66,2.1972245773362196,61.0,3,994.79,1,3,2.0,2,3
37.0,25,2.0149030205422647,14.0,0,1019.93,5,3,6.5,2,0
30.0,57,2.6026896854443837,33.0,3,1002.2,1,2,7.0,1,1
-6.0,71,2.8903717578961645,94.0,1,982.37,0,3,2.5,1,3
21.0,89,2.772588722239781,54.0,1,995.68,0,2,2.5,1,2
32.0,67,2.1400661634962708,40.0,3,1016.54,2,3,5.5,1,1
20.0,82,2.4849066497880004,99.0,1,999.98,2,2,5.0,2,2
0.0,75,2.6026896854443837,65.0,1,993.77,1,3,3.0,1,3
32.0,51,2.0794415416798357,11.0,0,1022.43,6,3,8.0,1,0
30.0,79,1.791759469228055,58.0,3,1001.2,2,1,2.0,2,2
55.0,79,2.1972245773362196,92.0,1,1011.51,10,3,1.0,0,1
24.0,94,2.0149030205422647,91.0,1,990.86,0,0,2.0,1,2
33.0,79,2.0149030205422647,13.0,1,1003.69,2,0,8.5,0,1
26.0,77,1.8718021769015913,14.0,1,1010.16,1,3,8.5,2,1
21.0,54,2.5257286443082556,16.0,1,1010.3,3,3,8.0,2,1
-6.0,83,2.772588722239781,88.0,1,993.8,7,3,1.0,1,3
42.0,72,3.332204510175204,83.0,1,1011.45,1,2,8.0,2,1
21.0,76,2.0794415416798357,92.0,3,1018.18,3,0,1.0,1,2
12.0,52,2.3978952727983707,24.0,3,1000.66,3,3,6.5,2,1
31.0,94,1.8718021769015913,52.0,1,1008.35,0,2,1.5,2,2
19.0,58,0.6931471805599453,13.0,3,1019.71,1,1,5.5,1,1
19.0,71,1.7047480922384253,22.0,1,1001.21,3,2,6.5,0,1
20.0,80,2.70805020110221,81.0,3,1012.53,6,0,2.5,0,1
-8.0,99,2.833213344056216,90.0,3,987.61,0,3,3.5,1,3
57.0,93,1.6094379124341003,102.0,1,1012.19,12,3,13.0,1,0
30.0,86,2.4849066497880004,63.0,3,1016.4,1,0,5.0,1,2
22.0,77,2.6741486494265287,47.0,1,1008.99,4,2,6.0,1,1
11.0,76,2.1400661634962708,99.0,3,994.92,1,0,3.5,0,2
40.0,53,2.2512917986064953,17.0,0,1024.51,7,3,8.5,1,0
34.0,73,1.0986122886681098,41.0,3,1005.56,4,0,9.0,0,1
21.0,91,2.2512917986064953,62.0,3,1016.56,1,1,4.5,1,2
29.0,27,1.5040773967762742,3.0,0,1010.55,6,3,5.5,0,0
38.0,57,2.0794415416798357,6.0,0,1014.62,11,2,7.0,0,0
42.0,24,1.3862943611198906,12.0,1,1023.94,6,1,6.5,2,0
-6.0,97,3.044522437723423,63.0,3,999.09,1,3,1.5,1,3
25.0,87,2.5649493574615367,80.0,3,1016.87,2,0,1.5,2,2
32.0,63,1.6094379124341003,18.0,0,1014.64,5,0,6.0,0,0
41.0,47,2.1400661634962708,11.0,1,1023.15,9,3,8.5,2,0
22.0,65,1.8718021769015913,30.0,3,1009.09,1,1,7.5,2,1
25.0,57,2.4849066497880004,14.0,3,1010.23,1,1,6.5,0,1
40.0,64,1.8718021769015913,19.0,1,1027.39,11,3,8.5,2,0
33.0,22,2.0149030205422647,3.0,0,1022.31,10,3,7.0,1,0
28.0,68,2.5649493574615367,19.0,3,1018.34,3,0,5.5,1,1
27.0,33,1.6094379124341003,6.0,0,1020.28,11,2,9.5,1,0
-6.0,67,2.8622008809294686,92.0,3,991.21,1,3,4.0,1,3
11.0,94,2.3513752571634776,77.0,1,1013.56,0,1,3.0,1,2
4.0,92,2.6741486494265287,85.0,3,996.85,1,3,1.5,2,3
16.0,60,1.7047480922384253,48.0,1,1002.12,1,2,6.5,2,1
40.0,49,1.7047480922384253,16.0,0,1011.36,5,3,7.0,1,0
12.0,63,1.252762968495368,16.0,1,1000.51,3,0,7.5,1,1
3.0,67,2.970414465569701,93.0,3,980.05,1,3,2.5,1,3
23.0,31,1.9459101490553132,5.0,0,1026.32,11,3,6.0,1,0
-7.0,77,2.0149030205422647,73.0,3,985.62,0,3,1.5,1,3
-10.0,67,2.3513752571634776,94.0,3,985.76,1,3,3.0,2,3
39.0,107,3.258096538021482,71.0,3,996.59,11,0,5.5,0,2
42.0,40,1.9459101490553132,10.0,0,1027.1,8,3,5.5,1,0
2.0,96,2.3978952727983707,50.0,3,988.94,1,3,3.5,2,3
4.0,78,2.772588722239781,62.0,3,997.87,0,3,2.5,2,3
22.0,64,2.833213344056216,89.0,1,1006.88,2,0,2.5,2,2
29.0,31,2.3513752571634776,18.0,0,1028.49,9,3,5.5,2,0
30.0,81,2.3513752571634776,72.0,3,1014.52,3,1,4.5,2,2
34.0,63,2.6741486494265287,89.0,3,992.12,1,3,3.0,0,2
41.0,24,2.3978952727983707,19.0,0,1027.07,7,1,9.5,0,0
38.0,20,0.9162907318741551,5.0,1,1020.81,8,1,6.0,2,0
27.0,80,2.740840023925201,75.0,3,996.26,1,1,4.0,2,2
30.0,65,2.4849066497880004,29.0,1,1014.34,3,2,8.5,0,1
-5.0,95,3.417726683613366,79.0,3,988.8,0,3,1.5,2,3
34.0,70,2.6741486494265287,93.0,1,990.02,1,3,3.0,1,2
30.0,106,2.0794415416798357,102.0,0,1012.3,10,0,8.0,1,0
30.0,26,1.7047480922384253,6.0,1,1025.13,5,0,9.0,0,0
30.0,52,1.9459101490553132,27.0,3,1013.51,1,1,8.5,0,1
16.0,81,3.044522437723423,88.0,3,992.17,2,3,3.0,1,2
22.0,46,2.3513752571634776,17.0,1,1011.02,10,1,6.5,2,0
43.0,37,1.252762968495368,3.0,0,1012.08,5,2,7.5,2,0
-7.0,82,2.833213344056216,92.0,3,989.51,1,3,4.0,2,3
19.0,62,0.6931471805599453,42.0,3,1001.33,1,0,8.0,0,1
42.0,39,1.6094379124341003,19.0,0,1021.36,9,3,8.5,1,0
27.0,37,2.0149030205422647,13.0,0,1026.07,7,1,7.5,1,0
14.0,73,1.791759469228055,84.0,3,1007.32,0,1,2.0,0,2
10.0,94,2.5257286443082556,75.0,3,1001.35,3,3,3.0,2,2
19.0,92,2.803360380906535,72.0,3,998.75,2,3,4.5,1,2
29.0,69,2.6741486494265287,88.0,3,993.87,3,0,3.5,0,2
24.0,51,2.4423470353692043,37.0,1,1009.55,4,2,8.0,0,1
18.0,70,2.6026896854443837,77.0,1,1010.19,1,1,1.0,1,2
10.0,72,2.0149030205422647,64.0,3,997.32,2,3,4.5,2,2
10.0,81,2.1972245773362196,93.0,3,991.99,3,0,4.5,2,2
27.0,35,2.3513752571634776,19.0,0,1014.96,7,2,7.5,2,0
25.0,60,0.9162907318741551,16.0,0,1014.47,5,2,9.5,0,0
22.0,48,2.2512917986064953,82.0,1,1002.55,10,2,1.5,0,3
15.0,63,2.0149030205422647,61.0,3,1015.01,3,3,1.0,2,2
34.0,61,1.8718021769015913,19.0,0,1013.71,10,1,9.5,2,0
29.0,57,1.9459101490553132,8.0,0,1029.78,10,3,9.5,0,0
46.0,100,2.6390573296152584,96.0,1,1025.07,0,1,5.0,1,0
-4.0,63,2.740840023925201,83.0,1,982.33,1,3,2.0,2,3
32.0,56,2.6026896854443837,28.0,1,1002.97,1,1,7.5,0,1
27.0,99,2.1972245773362196,87.0,3,1000.2,2,2,2.0,2,2
-9.0,62,2.1972245773362196,63.0,3,983.09,0,3,3.0,2,3
43.0,86,3.784189633918261,87.0,3,991.56,8,3,1.5,1,2
-7.0,99,0.6931471805599453,51.0,3,991.85,0,3,3.0,2,3
-3.0,61,2.5257286443082556,82.0,1,999.56,0,3,3.5,2,3
-7.0,92,2.0794415416798357,85.0,3,984.28,1,3,1.5,1,3
13.0,93,2.1972245773362196,64.0,1,990.97,0,0,1.5,1,2
22.0,63,2.740840023925201,93.0,3,997.29,0,0,3.0,2,2
24.0,62,2.0794415416798357,40.0,3,1009.39,1,0,8.5,1,1
47.0,99,1.0986122886681098,75.0,1,1021.02,7,2,4.0,1,0
21.0,67,2.917770732084279,77.0,1,1005.65,3,2,3.5,1,2
21.0,58,1.6094379124341003,36.0,3,1014.12,2,1,8.5,2,1
23.0,75,2.740840023925201,74.0,3,1013.33,3,3,1.5,0,2
28.0,96,2.803360380906535,71.0,1,1008.96,2,3,1.0,0,2
47.0,77,1.252762968495368,81.0,0,1026.25,0,3,11.0,2,0
41.0,83,0.9162907318741551,88.0,0,1015.85,4,1,3.0,1,0
4.0,79,2.3978952727983707,57.0,3,992.88,0,3,1.5,1,3
34.0,63,2.0794415416798357,77.0,3,997.25,1,0,3.5,1,2
10.0,94,2.70805020110221,62.0,3,996.24,3,1,4.0,1,2
33.0,22,2.2512917986064953,15.0,0,1020.11,11,1,6.0,1,0
47.0,104,2.4849066497880004,96.0,1,1006.42,0,2,9.0,2,1
34.0,86,2.4849066497880004,90.0,3,1014.39,0,3,4.0,0,2
3.0,81,2.0794415416798357,76.0,3,995.79,1,3,2.5,1,3
23.0,55,2.6390573296152584,40.0,1,1000.59,2,3,7.0,0,1
-2.0,67,1.791759469228055,55.0,3,981.36,1,3,2.0,2,3
-4.0,80,2.1972245773362196,84.0,3,990.41,0,3,3.5,2,3
21.0,65,2.3978952727983707,32.0,1,1010.16,2,1,7.0,1,1
-8.0,84,3.0204248861443626,89.0,3,985.27,1,3,3.5,2,3
12.0,72,2.2512917986064953,92.0,3,1017.44,1,0,2.5,2,2
19.0,88,2.6390573296152584,79.0,3,995.25,1,0,4.0,0,2
30.0,73,2.917770732084279,52.0,3,995.78,1,1,1.0,2,2
31.0,63,2.1400661634962708,9.0,0,1020.02,8,1,6.5,2,0
4.0,91,2.917770732084279,85.0,3,985.71,1,3,3.5,2,3
22.0,66,1.0986122886681098,7.0,0,1010.03,5,3,6.5,0,0
31.0,65,2.0794415416798357,82.0,1,995.05,0,1,2.0,0,2
13.0,92,2.9444389791664403,70.0,3,1008.62,1,1,2.0,0,2
21.0,96,2.833213344056216,56.0,1,1019.2,2,1,2.5,2,2
24.0,62,1.6094379124341003,11.0,1,1006.02,4,0,9.0,0,1
42.0,44,2.0149030205422647,16.0,0,1010.62,10,3,6.5,1,0
20.0,60,1.252762968495368,15.0,0,1027.21,11,0,6.0,2,0
15.0,63,2.3513752571634776,26.0,1,1013.94,1,3,8.0,0,1
14.0,70,2.1972245773362196,66.0,3,993.43,0,1,3.0,1,2
17.0,59,1.5040773967762742,41.0,1,1015.78,2,3,6.0,2,1
15.0,81,2.302585092994046,60.0,3,1013.23,0,2,2.5,0,2
36.0,64,2.1400661634962708,6.0,0,1010.63,6,0,8.0,1,0
11.0,74,2.0149030205422647,45.0,1,1017.15,1,1,7.0,1,1
27.0,55,2.0149030205422647,10.0,0,1025.76,11,0,9.0,1,0
-6.0,70,1.5040773967762742,82.0,1,996.19,1,3,4.0,2,3
28.0,48,2.2512917986064953,14.0,0,1010.68,8,3,6.0,1,0
47.0,99,2.3513752571634776,102.0,3,1013.16,5,3,2.0,1,2
24.0,100,2.740840023925201,70.0,1,1011.68,4,2,2.0,0,1
21.0,70,2.5257286443082556,13.0,1,1014.69,3,0,8.5,2,1
23.0,92,2.0149030205422647,63.0,3,997.02,1,3,5.0,0,2
23.0,86,2.5649493574615367,52.0,1,1006.72,0,0,3.0,0,2
23.0,67,2.6390573296152584,15.0,3,1013.31,2,2,9.0,0,1
40.0,23,1.6094379124341003,4.0,1,1013.37,8,1,8.0,2,0
11.0,70,1.8718021769015913,92.0,3,1018.07,2,3,2.5,1,2
48.0,96,2.9444389791664403,74.0,3,1016.03,11,1,0.5,1,2
26.0,74,1.5040773967762742,32.0,3,1002.49,1,3,8.5,0,1
-10.0,84,2.70805020110221,96.0,1,981.21,0,3,1.5,2,3
18.0,74,2.302585092994046,32.0,3,1017.4,2,2,8.5,0,1
-8.0,62,2.833213344056216,65.0,3,993.13,1,3,2.0,1,3
32.0,63,1.9459101490553132,41.0,1,1005.1,4,2,9.0,0,1
21.0,96,2.5257286443082556,70.0,3,1013.99,1,3,4.0,1,2
-3.0,61,0.9162907318741551,50.0,3,990.06,1,3,4.0,2,3
31.0,42,1.6094379124341003,5.0,0,1015.4,7,2,7.5,2,0
42.0,85,2.70805020110221,81.0,3,1019.37,1,0,8.0,0,1
3.0,95,0.6931471805599453,81.0,1,992.39,1,3,2.5,2,3
15.0,85,2.8622008809294686,93.0,3,1010.45,3,0,3.0,2,2
-4.0,93,0.6931471805599453,60.0,3,991.4,1,3,2.5,1,3
0.0,104,2.4423470353692043,94.0,3,999.07,0,3,1.5,1,3
28.0,31,1.252762968495368,4.0,0,1021.62,6,0,8.5,2,0
28.0,54,0.6931471805599453,41.0,1,1014.57,1,3,6.0,0,1
37.0,104,1.0986122886681098,77.0,1,1012.59,11,1,10.5,1,0
-10.0,91,2.8622008809294686,85.0,3,996.48,1,3,2.5,2,3
16.0,60,2.5649493574615367,48.0,1,1019.86,4,3,7.5,0,1
-6.0,67,1.7047480922384253,70.0,3,994.95,1,3,3.5,2,3
21.0,81,2.1400661634962708,98.0,3,1008.43,0,3,1.5,0,2
-9.0,70,2.803360380906535,85.0,3,982.06,0,3,4.0,1,3
25.0,67,0.9162907318741551,28.0,3,1016.65,2,0,8.5,2,1
62.0,109,3.1354942159291497,102.0,1,990.28,9,3,3.5,0,2
29.0,44,0.6931471805599453,14.0,0,1027.36,8,3,5.5,2,0
25.0,53,0.6931471805599453,6.0,1,1023.49,8,2,8.5,0,0
0.0,78,2.772588722239781,97.0,3,982.77,0,3,2.0,2,3
39.0,50,1.8718021769015913,10.0,0,1025.01,8,1,6.5,2,0
42.0,67,2.2512917986064953,0.0,0,1016.96,6,1,6.0,1,0
47.0,84,3.817712325956905,85.0,3,992.26,2,3,2.0,0,2
-6.0,99,2.3978952727983707,77.0,3,988.12,0,3,2.5,1,3
18.0,52,1.791759469228055,25.0,1,1014.04,4,3,7.0,1,1
28.0,63,2.8903717578961645,78.0,1,1015.86,0,1,4.5,2,2
1.0,98,2.0149030205422647,96.0,1,986.88,0,3,4.5,2,3
31.0,74,1.8718021769015913,75.0,1,994.68,2,2,4.0,2,2
14.0,68,2.833213344056216,59.0,1,1004.21,0,0,3.5,0,2
17.0,101,2.6741486494265287,82.0,1,1003.32,6,3,6.0,0,1
-4.0,84,2.8622008809294686,52.0,3,994.16,0,3,5.0,2,3
18.0,54,2.6741486494265287,43.0,3,1014.61,2,3,7.5,2,1
-8.0,76,2.9444389791664403,89.0,3,983.43,0,3,3.0,2,3
41.0,85,2.3978952727983707,99.0,1,1020.65,0,1,4.5,0,0
34.0,29,1.8718021769015913,13.0,0,1027.83,5,0,7.5,1,0
21.0,60,2.917770732084279,84.0,3,1018.89,0,1,3.0,1,2
27.0,93,2.0149030205422647,80.0,1,1002.11,3,2,1.5,2,2
17.0,95,2.772588722239781,57.0,3,1009.1,2,2,4.5,1,2
19.0,77,2.772588722239781,88.0,3,1012.0,0,2,4.5,1,2
21.0,73,2.5257286443082556,85.0,3,1006.09,2,0,5.5,1,2
-10.0,67,2.70805020110221,89.0,1,992.78,1,3,4.0,1,3
-1.0,64,2.4849066497880004,95.0,3,987.04,1,3,2.0,1,3
20.0,76,2.740840023925201,80.0,3,1019.07,1,0,3.0,2,2
1.0,87,2.3978952727983707,92.0,3,998.22,0,3,2.0,1,3
13.0,70,2.803360380906535,82.0,3,1010.3,3,2,3.0,2,2
-3.0,67,1.8718021769015913,98.0,3,992.87,1,3,2.5,1,3
34.0,37,2.3513752571634776,7.0,1,1025.83,11,1,7.5,1,0
4.0,83,1.252762968495368,88.0,1,982.62,0,3,3.0,1,3
26.0,65,1.9459101490553132,28.0,3,1001.34,1,1,6.0,2,1
26.0,38,2.3513752571634776,19.0,0,1014.32,7,3,6.5,1,0
25.0,49,2.2512917986064953,17.0,0,1018.99,9,0,9.5,2,0
22.0,80,2.6741486494265287,75.0,3,1019.13,0,1,2.5,2,2
0.0,69,2.1400661634962708,83.0,3,992.99,0,3,2.0,2,3
24.0,60,2.0794415416798357,21.0,1,1007.33,2,0,8.0,1,1
-6.0,73,2.70805020110221,58.0,3,996.69,0,3,4.0,2,3
10.0,70,2.302585092994046,55.0,3,1007.01,1,0,3.0,1,2
25.0,32,2.302585092994046,19.0,1,1028.76,8,1,7.0,1,0
19.0,64,1.9459101490553132,46.0,3,1001.14,3,3,6.0,2,1
39.0,29,1.6094379124341003,19.0,0,1023.55,8,2,8.5,0,0
31.0,74,2.740840023925201,59.0,3,1015.54,2,2,5.0,2,2
13.0,58,2.740840023925201,14.0,1,1007.25,3,3,8.5,2,1
13.0,83,2.1400661634962708,89.0,3,1012.4,0,1,4.5,2,2
24.0,62,2.302585092994046,3.0,0,1022.74,8,0,8.5,0,0
30.0,77,2.995732273553991,97.0,1,1005.01,0,3,2.0,0,2
0.0,95,2.917770732084279,67.0,3,998.71,1,3,1.5,2,3
33.0,74,2.803360380906535,70.0,1,1006.96,3,2,2.0,1,2
-1.0,61,2.6390573296152584,69.0,3,980.53,1,3,2.0,2,3
-8.0,75,2.1400661634962708,58.0,3,993.83,0,3,1.5,2,3
-23.0,81,3.349904087274605,74.0,1,981.72,8,3,5.5,2,3
34.0,57,1.0986122886681098,17.0,1,1004.92,4,1,6.0,2,1
-5.0,82,2.302585092994046,88.0,1,997.16,1,3,4.5,1,3
22.0,60,0.9162907318741551,37.0,3,1006.87,1,0,8.5,0,1
44.0,28,1.9459101490553132,16.0,1,1013.76,10,0,9.0,1,0
31.0,73,2.70805020110221,83.0,3,996.35,2,2,3.0,2,2
14.0,103,2.6026896854443837,96.0,0,1021.66,5,3,9.0,2,0
3.0,72,2.302585092994046,53.0,3,986.93,1,3,1.5,1,3
43.0,42,2.0794415416798357,17.0,0,1028.86,8,3,5.5,0,0
35.0,50,2.0794415416798357,16.0,0,1021.36,9,2,7.5,0,0
32.0,61,2.6741486494265287,47.0,1,1003.38,4,1,5.5,0,1
16.0,69,2.1400661634962708,57.0,3,1017.01,2,0,2.5,1,2
23.0,76,2.0149030205422647,11.0,1,1009.29,1,3,9.0,1,1
22.0,57,2.1400661634962708,11.0,3,1004.21,4,3,8.0,2,1
34.0,78,0.6931471805599453,25.0,1,1018.06,2,0,7.5,1,1
28.0,43,2.1972245773362196,14.0,0,1019.62,10,0,7.5,1,0
1.0,88,0.6931471805599453,70.0,1,982.72,0,3,1.5,1,3
23.0,75,2.5649493574615367,50.0,3,1006.07,0,2,4.5,1,2
20.0,77,2.302585092994046,21.0,3,1014.53,1,1,7.5,2,1
-7.0,83,1.791759469228055,75.0,3,986.81,1,3,3.5,1,3
1.0,98,1.0986122886681098,81.0,3,980.59,0,3,2.0,1,3
-2.0,67,1.0986122886681098,98.0,3,998.14,0,3,4.0,1,3
-3.0,95,1.3862943611198906,65.0,1,993.56,0,3,2.0,2,3
20.0,22,1.7047480922384253,18.0,1,1014.29,10,1,8.5,1,0
28.0,46,2.0149030205422647,4.0,0,1011.76,9,2,10.0,1,0
28.0,78,2.302585092994046,67.0,3,1000.38,0,0,3.5,0,2
3.0,82,3.044522437723423,81.0,1,981.42,1,3,5.0,2,3
-1.0,85,1.6094379124341003,83.0,3,999.49,0,3,3.0,2,3
-2.0,65,2.70805020110221,95.0,1,995.34,1,3,1.5,1,3
25.0,79,2.5257286443082556,42.0,3,1015.61,2,3,6.5,2,1
20.0,83,2.833213344056216,105.0,0,1021.94,4,2,11.5,1,0
-3.0,72,2.5649493574615367,93.0,1,990.1,1,3,1.0,1,3
-1.0,98,2.0149030205422647,96.0,3,990.82,1,3,4.5,2,3
26.0,70,2.0149030205422647,24.0,1,1016.68,2,1,6.0,0,1
32.0,41,1.252762968495368,1.0,0,1018.26,11,1,7.5,1,0
1.0,88,1.5040773967762742,55.0,1,980.85,0,3,2.5,1,3
4.0,107,1.791759469228055,83.0,3,980.48,8,3,2.0,1,3
16.0,79,2.4849066497880004,25.0,1,1000.39,1,1,6.0,2,1
18.0,79,2.803360380906535,95.0,1,998.16,3,1,4.5,2,2
30.0,69,2.803360380906535,91.0,3,1005.42,2,3,2.0,0,2
41.0,50,0.6931471805599453,3.0,1,1018.91,9,2,5.5,1,0
29.0,51,1.5040773967762742,11.0,0,1020.29,11,0,6.0,2,0
31.0,73,2.5257286443082556,86.0,3,1012.91,0,0,4.0,0,2
31.0,29,1.9459101490553132,14.0,1,1019.05,7,3,7.5,1,0
23.0,79,2.6390573296152584,82.0,3,997.71,1,3,2.5,1,2
29.0,80,2.0149030205422647,97.0,3,1006.74,2,2,4.0,2,2
-4.0,93,2.0794415416798357,53.0,3,998.36,0,3,5.0,2,3
-9.0,73,2.302585092994046,96.0,3,991.23,0,3,1.5,1,3
-5.0,95,2.2512917986064953,70.0,1,997.74,1,3,4.0,2,3
34.0,57,2.0149030205422647,12.0,1,1001.34,1,2,9.0,0,1
27.0,61,2.1972245773362196,78.0,3,991.21,0,0,3.5,0,2
28.0,67,2.0794415416798357,11.0,3,1006.94,1,1,7.0,2,1
3.0,87,2.3978952727983707,87.0,3,998.29,0,3,1.0,1,3
18.0,57,2.3978952727983707,26.0,1,1009.45,3,2,9.0,0,1
-6.0,80,3.0204248861443626,98.0,1,986.28,1,3,2.0,2,3
41.0,50,2.3978952727983707,1.0,0,1018.16,11,2,6.0,2,0
66.0,79,1.5040773967762742,87.0,0,1022.22,3,0,3.0,0,0
32.0,78,2.1972245773362196,85.0,3,1006.8,2,3,2.0,0,2
22.0,69,2.0149030205422647,61.0,1,1009.33,2,2,2.5,0,2
-4.0,72,2.803360380906535,52.0,3,986.24,0,3,1.0,2,3
28.0,45,0.9162907318741551,8.0,0,1010.8,7,1,6.0,2,0
23.0,78,2.4849066497880004,38.0,1,1000.22,3,3,5.5,0,1
17.0,97,2.3978952727983707,75.0,3,995.04,8,3,3.5,2,2
34.0,52,2.1400661634962708,4.0,0,1016.28,9,1,8.0,2,0
-10.0,73,2.1400661634962708,58.0,1,987.46,0,3,4.0,2,3
30.0,63,2.3513752571634776,75.0,3,1009.99,3,1,5.0,0,2
22.0,67,2.70805020110221,24.0,1,1008.14,2,2,8.5,1,1
23.0,63,1.9459101490553132,61.0,3,996.36,0,2,3.5,1,2
21.0,26,1.3862943611198906,13.0,1,1013.94,11,0,6.0,0,0
18.0,95,1.9459101490553132,74.0,3,997.47,1,3,1.0,0,2
22.0,63,2.3978952727983707,19.0,0,1012.11,10,0,7.5,2,0
-10.0,87,2.5649493574615367,73.0,1,990.13,0,3,3.0,1,3
31.0,59,1.0986122886681098,1.0,0,1013.86,10,1,10.0,2,0
32.0,69,1.9459101490553132,81.0,3,1003.03,0,1,4.5,2,2
12.0,91,3.044522437723423,81.0,3,997.82,10,2,2.0,2,2
-1.0,72,1.7047480922384253,85.0,3,996.18,1,3,4.0,2,3
39.0,105,2.4423470353692043,92.0,1,1022.39,8,1,5.0,1,0
21.0,73,2.5649493574615367,77.0,0,1029.51,4,2,11.5,0,0
20.0,79,1.6094379124341003,48.0,1,1006.13,2,0,7.5,0,1
20.0,58,2.70805020110221,20.0,1,1007.93,1,0,6.5,0,1
-10.0,97,2.772588722239781,94.0,3,986.95,1,3,2.5,1,3
33.0,70,2.4849066497880004,41.0,3,1006.4,4,3,6.5,1,1
-3.0,76,2.5649493574615367,63.0,3,999.15,0,3,2.0,2,3
21.0,87,2.9444389791664403,84.0,3,996.33,0,3,3.5,1,2
-10.0,98,2.1400661634962708,97.0,3,984.16,1,3,3.5,2,3
44.0,68,1.252762968495368,11.0,0,1025.66,5,2,8.5,1,0
-10.0,89,2.772588722239781,72.0,3,996.7,0,3,4.5,2,3
27.0,76,1.0986122886681098,41.0,3,1015.92,2,0,5.5,2,1
17.0,89,2.9444389791664403,82.0,3,1010.8,0,1,3.5,0,2
35.0,64,1.5040773967762742,16.0,0,1018.53,5,3,7.5,1,0
-3.0,85,2.8903717578961645,58.0,1,991.2,1,3,5.0,2,3
14.0,66,2.0149030205422647,88.0,1,1004.14,2,0,2.5,2,2
36.0,88,3.068052935133617,93.0,0,1011.96,7,1,4.0,2,0
3.0,62,0.9162907318741551,67.0,3,989.62,1,3,3.0,2,3
20.0,26,1.7047480922384253,6.0,0,1015.58,5,0,9.5,1,0
12.0,73,2.6026896854443837,17.0,3,1010.3,3,2,7.0,0,1
32.0,68,2.302585092994046,28.0,1,1006.39,1,0,9.0,1,1
32.0,66,2.1972245773362196,24.0,3,1004.3,4,2,5.5,0,1
20.0,40,1.7047480922384253,3.0,0,1023.49,10,1,10.0,1,0
34.0,90,2.70805020110221,81.0,1,1017.21,2,0,1.5,2,2
34.0,82,2.995732273553991,85.0,0,1025.38,1,1,4.5,1,0
26.0,67,2.5257286443082556,87.0,1,1000.8,3,0,3.0,1,2
4.0,84,2.5257286443082556,93.0,3,985.66,3,3,3.0,2,3
29.0,59,2.772588722239781,38.0,1,1010.16,1,1,6.5,1,1
13.0,61,2.1972245773362196,93.0,1,1006.88,2,2,4.5,1,2
-2.0,77,1.0986122886681098,89.0,3,984.39,0,3,2.0,2,3
-3.0,92,2.0794415416798357,74.0,1,988.98,1,3,4.0,1,3
10.0,67,2.1972245773362196,47.0,3,1007.42,1,1,6.0,2,1
32.0,56,2.1400661634962708,18.0,1,1010.12,3,3,8.5,1,1
-7.0,71,2.803360380906535,70.0,1,981.62,1,3,4.5,1,3
14.0,62,2.9444389791664403,59.0,1,1016.09,1,2,3.0,2,2
-10.0,86,2.3513752571634776,79.0,3,988.54,0,3,4.5,2,3
-8.0,97,2.0794415416798357,65.0,3,986.4,0,3,4.5,2,3
45.0,23,1.3862943611198906,73.0,3,999.13,0,2,7.0,2,3
-2.0,70,2.6741486494265287,50.0,3,996.16,1,3,3.0,2,3
54.0,109,2.6741486494265287,83.0,1,997.96,10,0,2.0,2,2
26.0,59,1.252762968495368,24.0,1,1013.68,4,3,8.5,1,1
31.0,49,1.8718021769015913,8.0,0,1017.07,11,2,6.0,0,0
-2.0,90,1.9459101490553132,94.0,3,990.21,0,3,3.5,1,3
-8.0,81,2.0794415416798357,72.0,3,998.15,0,3,1.0,1,3
27.0,68,2.3513752571634776,45.0,1,1000.05,4,2,6.5,0,1
24.0,85,2.970414465569701,68.0,1,1003.73,1,2,2.0,2,2
-6.0,82,2.3978952727983707,90.0,3,985.04,0,3,1.5,1,3
10.0,70,1.5040773967762742,27.0,1,1013.19,4,3,5.0,0,1
7.0,95,2.6390573296152584,84.0,3,1003.23,4,0,1.5,2,2
19.0,78,2.5257286443082556,72.0,1,995.28,11,0,3.5,1,2
25.0,52,2.3513752571634776,9.0,1,1015.03,6,0,7.5,0,0
